Артикул;Название товара;Бренд;Остаток на складе;Оптовая цена;Розничная цена;Ссылка на сайте
H45084T;Верхние качалки Align SF (качалки сервооси), Т-Rex 450 Sport;Align;6;238.00;280.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/elementy_stabilizatora/verkhnie_kachalki_sf_kachalki_servoosi_t_rex_450_sport/
H55025T;Набор крепежа рамы Align, T-Rex 550;Align;6;212.00;250.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/prochee_1/nabor_krepezha_ramy_t_rex_550/
EFLH1136;Крепление капота со стержнем Blade: CP, CPP;Blade;6;80.00;50.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/korpusa/kreplenie_kapota_so_sterzhnem_blade_cp_cpp/
H50014T;Качалка Align, T-Rex 500;Align;6;127.00;150.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/elementy_stabilizatora/kachalka_t_rex_500/
H60007T;Верхние качалки Align SF (качалки сервооси), Т-Rex 600;Align;6;221.00;260.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/elementy_stabilizatora/verkhnie_kachalki_sf_kachalki_servoosi_t_rex_600/
H25076T;Крепление хвостовой серво Align, CNC, T-Rex 250;Align;6;212.00;250.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/elementy_khvostovykh_balok/kreplenie_khvostovoy_servo_cnc_t_rex_250/
6958265112065;Шлейф USB для DJI Phantom 2 Vision+;DJI;6;42.00;50.00;https://brrc.ru/catalog/dji_1/zapchasti_i_aksessuary_dji/zapchasti_dji/zapchasti_dlya_phantom_2/shleyf_usb_dlya_dji_phantom_2_vision/
Hi31018;Крепление серво Himoto E10;Himoto;6;85.00;100.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/mashiny/zapchasti_avtomodeley/detali_shassi_1/kreplenie_servomashinki/kreplenie_servo_himoto_e10/
HD123AT;Лопасти основного ротора 120 мм, пластик (черные), Align T-Rex 150;Align;6;170.00;200.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/lopasti/lopasti_osnovnogo_rotora_120_mm_plastik_chernye_align_t_rex_150/
HSP51051T;Корпус сервомашинки DS510, DS520;Align;6;85.00;100.00;https://brrc.ru/catalog/apparatura_i_elektronika/zapchasti_k_servomashinkam/korpus_servomashinki_ds510_ds520/
HSP41601T;Корпус сервомашинки Align DS416M;Align;6;85.00;100.00;https://brrc.ru/catalog/apparatura_i_elektronika/zapchasti_k_servomashinkam/korpus_servomashinki_align_ds416m/
ARA310945;Спур ARRMA HD Steel 57T Spur Gear 0.8Mod;;6;3352.00;4190.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/mashiny/zapchasti_avtomodeley/detali_transmissii/pineny_i_spury_elektromodeley/spur_arrma_hd_steel_57t_spur_gear_0_8mod/
DUB564;Гайки DuBro Steel Hex Nuts,10-32;;6;51.00;120.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/samolety/zapchasti_samoletov/kabanchiki_tyagi_petli/gayki_dubro_steel_hex_nuts_10_32/
LOSB2107;Ступицы задних колес Losi: Slider, HIGHroller, Strike;Losi;6;68.00;80.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/mashiny/zapchasti_avtomodeley/detali_podveski/stupitsy_i_derzhateli_stupits/stupitsy_zadnikh_koles_losi_slider_highroller_strike/
LOSB2031;Полуоси передие Losi: HIGHroller;Losi;6;127.00;150.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/mashiny/zapchasti_avtomodeley/detali_transmissii/privody/poluosi_peredie_losi_highroller/
SPMA9558;Датчик оборотов б/к электромотора для модуля телеметрии Spektrum ;Spektrum;6;1551.00;1825.00;https://brrc.ru/catalog/apparatura_i_elektronika/zapchasti_i_aksessuary_1/datchik_oborotov_b_k_elektromotora_dlya_modulya_telemetrii_spektrum_/
H45Z002XXT;Шаровые соединения в комплекте, Align T-Rex 450 L;Align;6;204.00;240.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/tyagi_kachalki_sharniry_rychagi/sharovye_soedineniya_v_komplekte_align_t_rex_450_l/
HS1250TA;Хвостовое крепление сервомашинки Align, синее, CNC, T-Rex 450 Sport;Align;6;178.00;210.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/elementy_khvostovogo_rotora/khvostovoe_kreplenie_servomashinki_sinee_cnc_t_rex_450_sport/
HSP41001T;Качалка сервомашинки тип DS410/420;Align;6;85.00;100.00;https://brrc.ru/catalog/apparatura_i_elektronika/zapchasti_k_servomashinkam/kachalka_servomashinki_tip_ds410_420/
BLH7715;Пропеллеры, комплект (3D) Blade: 200 QX;Blade;6;551.00;626.00;https://brrc.ru/catalog/multikoptery/zapasnye_chasti/zapchasti_dlya_kvadrokopterov_blade/zapchasti_dlya_200_qx/propellery_komplekt_3d_blade_200_qx/
BLH8504GR;Капот (зеленый) Blade: Inductrix FPV;Blade;6;110.00;130.00;https://brrc.ru/catalog/multikoptery/zapasnye_chasti/zapchasti_dlya_kvadrokopterov_blade/zapchasti_dlya_inductrix_inductrix_fpv/kapot_zelenyy_blade_inductrix_fpv/
BLH8504BL;Капот (синий) Blade: Inductrix FPV;Blade;6;110.00;130.00;https://brrc.ru/catalog/multikoptery/zapasnye_chasti/zapchasti_dlya_kvadrokopterov_blade/zapchasti_dlya_inductrix_inductrix_fpv/kapot_siniy_blade_inductrix_fpv/
BLH9604BK;Капот (черный) Blade: Inductrix Plus FPV;Blade;6;110.00;130.00;https://brrc.ru/catalog/multikoptery/zapasnye_chasti/zapchasti_dlya_kvadrokopterov_blade/zapchasti_dlya_inductrix_inductrix_fpv/kapot_chernyy_blade_inductrix_plus_fpv/
4R111;Тяги Nemesis;Wright Brothers;6;42.00;50.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/tyagi_kachalki_sharniry_rychagi/tyagi_nemesis/
6958265115455;Прокладка крепления подвеса для DJI Inspire 1 (part49);DJI;6;42.00;50.00;https://brrc.ru/catalog/dji_1/zapchasti_i_aksessuary_dji/zapchasti_dji/zapchasti_dlya_inspire_1/prokladka_krepleniya_podvesa_dlya_dji_inspire_1_part_49/
AXIC3381;Поворотные кулаки Axial AR44 (AX31381);Axial;6;832.00;1040.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/mashiny/zapchasti_avtomodeley/detali_podveski/stupitsy_i_derzhateli_stupits/povorotnye_kulaki_axial_ar44_ax31381/
AXIC4405;Высокопрочные конические шестерни Axial 30Т 8Т (AX31405 );Axial;6;2337.00;2750.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/mashiny/zapchasti_avtomodeley/detali_transmissii/differentsialy/axic4405/
AXI232003;Шестерни Axial для краулеров с креплением под 6 болтов ;Axial;6;2976.00;3720.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/mashiny/zapchasti_avtomodeley/detali_transmissii/differentsialy/6_bolt_heavy_duty_gear_set/
AXI31611;Набор приводных валов Axial (короткий, средний, длинный) SCX24;Axial;6;696.00;870.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/mashiny/zapchasti_avtomodeley/detali_transmissii/privody/nabor_privodnykh_valov_korotkiy_sredniy_dlinnyy_scx24/
AXI231017;Кронштейны амортизаторов и крепелния тяг панара Axial (перез/зад) для SCX10 III;Axial;6;1224.00;1530.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/mashiny/zapchasti_avtomodeley/detali_shassi_1/kreplenie_i_zashchita_kuzova/shock_towers_panhard_mounts_fr_rr_scx10_iii/
DUB559;Кронштейн DuBro для регулируемой рулевой качалки (кабанчика);DUBRO;6;85.00;160.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/samolety/zapchasti_samoletov/kabanchiki_tyagi_petli/kronshteyn_dubro_dlya_reguliruemoy_rulevoy_kachalki_kabanchika/
DUB586;Шайба DuBro #10;DUBRO;6;59.00;110.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/samolety/zapchasti_samoletov/raznoe_2/shayba_dubro_10/
DUB583;Болт DuBro 10-32, длина 38мм.;DUBRO;6;85.00;160.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/samolety/zapchasti_samoletov/raznoe_2/bolt_dubro_10_32_dlina_38mm/
DUB578;Винты DuBro с цилиндрической головкой,8-32, длина 19мм.;DUBRO;6;68.00;120.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/samolety/zapchasti_samoletov/raznoe_2/vinty_dubro_s_tsilindricheskoy_golovkoy_8_32_dlina_19mm/
DUB584;Гайки врезные DuBro 10-32;DUBRO;6;76.00;130.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/samolety/zapchasti_samoletov/raznoe_2/gayki_vreznye_dubro_10_32/
DUB570;"Винты DuBro с цилиндрической головкой 4-40 x 3/8&quot;";DUBRO;6;68.00;120.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/samolety/zapchasti_samoletov/raznoe_2/vinty_dubro_s_tsilindricheskoy_golovkoy_4_40_x_3_8/
DUB539;Штуцер DuBro для бака 8-32;DUBRO;6;127.00;230.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/samolety/zapchasti_samoletov/raznoe_2/shtutser_dubro_dlya_baka_8_32/
DUB525;"Шуруп DuBro самонарезной 2x3/8&quot; (8шт.)";DUBRO;6;110.00;200.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/samolety/zapchasti_samoletov/raznoe_2/shurup_dubro_samonareznoy_2x3_8_8sht_/
DUB529;"Шуруп DuBro самонарезной 4x1&quot; (8шт.)";DUBRO;6;110.00;210.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/samolety/zapchasti_samoletov/raznoe_2/shurup_dubro_samonareznoy_4x1_8sht_/
DUB530;"Шуруп DuBro самонарезной 6x1/2&quot; (8шт.)";DUBRO;6;110.00;210.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/samolety/zapchasti_samoletov/raznoe_2/shurup_dubro_samonareznoy_6x1_2_8sht_/
DUB531;"Шуруп DuBro самонарезной 6x3/4&quot; (8шт.)";DUBRO;6;110.00;210.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/samolety/zapchasti_samoletov/raznoe_2/shurup_dubro_samonareznoy_6x3_4_8sht_/
DUB866;Качалка DuBro рулевая (для больших самолетов);DUBRO;6;501.00;940.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/samolety/zapchasti_samoletov/raznoe_2/kachalka_dubro_rulevaya_dlya_bolshikh_samoletov/
DUB114;Набор крепежа DuBro для сервомашинок;DUBRO;6;221.00;480.00;https://brrc.ru/catalog/apparatura_i_elektronika/zapchasti_k_servomashinkam/nabor_krepezha_dubro_dlya_servomashinok/
DUB311;Винт под шестигранник DUBRO 2-56 x 3/4 (4шт);DUBRO;6;96.00;200.00;https://brrc.ru/catalog/materialy_i_instrumenty/krepezh/vint_pod_shestigrannik_dubro_2_56_x_3_4_4sht/
DYNS2600;Бесколлекторный регулятор Dynamite Fuze 70A Sensorless Brushless ESC Waterproof V2;Dynamite;6;4392.00;5490.00;https://brrc.ru/catalog/apparatura_i_elektronika/regulyatory/regulyatory_khoda_beskollektornye/beskollektornyy_regulyator_dynamite_fuze_70a_sensorless_brushless_esc_waterproof_v2/
DYNT2034;Шестигранная отвертка метрическая 3,0 мм (1 штука) Dynamite;Dynamite;6;472.00;590.00;https://brrc.ru/catalog/materialy_i_instrumenty/ruchnoy_instrument/shestigrannaya_otvertka_metricheskaya_3_0_mm_1_shtuka_dynamite/
WB 16# AWG Silicone Yello;Провод силиконовый AWG 16#(1.31 мм2) желтый 1 метр;Pulsar;6;150.00;200.00;https://brrc.ru/catalog/apparatura_i_elektronika/kabeli_provoda/provod_silikonovyy_awg_16_1_31_mm2_zheltyy_1_metr/
DTXC1595;Подшипники Duratrax 10x15мм (2 шт.);Duratrax;6;620.00;730.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/mashiny/zapchasti_avtomodeley/podshipniki/dtxc1595/
FR-SKHD;Антенный модуль SkyVision HD с ЖК дисплеем для видео системы HDZero;FrSky;6;29946.00;35230.00;https://brrc.ru/catalog/multikoptery/oborudovanie_dlya_video_i_fpv/monitor_5_5_skyvision_hd_dlya_video_sistemy_hdzero/
REM-P2529;Тяга сервомашинки Remo Hobby: SMAX, DINGO, ROCKET;Remo Hobby;5;319.00;590.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/mashiny/zapchasti_avtomodeley/detali_podveski/tyagi_nakonechniki_sharovye/tyaga_servomashinki_remo_hobby_smax_dingo_rocket/
HN7020T;Шестерня авторотации хвостового винта Align, T-Rex 700N;Align;5;280.00;330.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/shesterni/shesternya_avtorotatsii_khvostovogo_vinta_t_rex_700n/
H50013T-1;Комплект качалок питчкомпенсатора и основного ротора Align, T-Rex 500;Align;5;442.00;520.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/elementy_golovki_osnovnogo_rotora/komplekt_kachalok_pitchkompensatora_i_osnovnogo_rotora_t_rex_500/
HN6070T;Рамка крепления сервомашинок размером Align 18G (Миди), карбон T-Rex 600N;Align;5;102.00;120.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/elementy_ramy/ramka_krepleniya_servomashinok_razmerom_18g_midi_karbon_t_rex_600n/
H50114T;Крепление хвостовой серво Align, CNC, T-Rex 500;Align;5;136.00;160.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/elementy_khvostovogo_rotora/kreplenie_khvostovoy_servo_cnc_t_rex_500/
H55009T;Верхние качалки Align SF (качалки сервооси), CNC, Т-Rex 550;Align;5;221.00;260.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/elementy_stabilizatora/verkhnie_kachalki_sf_kachalki_servoosi_cnc_t_rex_550/
EFLH1148;Рамка серволопаток Blade: CP, CPP;Blade;5;155.00;100.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/elementy_stabilizatora/ramka_servolopatok_blade_cp_cpp/
HN7074T;Крепление сервомашинки элеватора, T-Rex 700N;Align;5;85.00;100.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/elementy_ramy/kreplenie_servomashinki_elevatora_t_rex_700n/
HN6001AAT;Рычаг привода лопаток Align, черный, T-Rex 600N;Align;5;170.00;200.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/elementy_stabilizatora/rychag_privoda_lopatok_chernyy_t_rex_600n/
HN7050T;Рама крепления приемника Align, T-Rex 700N;Align;5;170.00;200.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/elementy_ramy/rama_krepleniya_priemnika_t_rex_700n/
EFLH1469;Хаб хвостового ротора Blade, B400;Blade;5;99.00;50.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/elementy_khvostovogo_rotora/khab_khvostovogo_rotora_b400/
HN6043T;Нижняя рама 2мм Align, T-Rex 600N;Align;5;238.00;280.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/elementy_ramy/nizhnyaya_rama_2mm_t_rex_600n/
HS1246T-75;Площадка крепления батареи, CNC, Align T-Rex 450;Align;5;212.00;250.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/elementy_ramy/ploshchadka_krepleniya_batarei_cnc_align_t_rex_450/
HS1270TA;Стержни рамки серволопаток, Align T-Rex 450;Align;5;59.00;70.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/elementy_stabilizatora/sterzhni_ramki_servolopatok_align_t_rex_450/
HN6112QAT;Хаб основного ротора 600FL, черный, T-Rex 600 3G;Align;5;467.00;550.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/elementy_golovki_osnovnogo_rotora/khab_osnovnogo_rotora_600fl_chernyy_t_rex_600_3g/
EFLH1431;Рычаги питчкомпенсатора в комплекте Blade, B400;Blade;5;143.00;80.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/tyagi_kachalki_sharniry_rychagi/rychagi_pitchkompensatora_v_komplekte_b400/
HN7011QFT;Комплект рычагов питчкомпенсатора Align, CNC, T-Rex 700N;Align;5;255.00;300.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/elementy_stabilizatora/komplekt_rychagov_pitchkompensatora_cnc_t_rex_700n/
H60235T;Крепление последовательного T адаптора Align, CNC, T-Rex 600E Pro;Align;5;297.00;350.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/prochee_1/kreplenie_posledovatelnogo_t_adaptora_cnc_t_rex_600e_pro/
BLH1654;Блок нижний хвостовой шестерни Blade: 450 3D, 450 X;Blade;5;42.00;50.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/prochee_1/blok_nizhniy_khvostovoy_shesterni_blade_450_3d_450_x/
BLH3718;Подкосы хвостовой балки Blade: 130 X;Blade;5;85.00;100.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/elementy_khvostovykh_balok/podkosy_khvostovoy_balki_blade_130_x/
6958265109966;Монтажная платформа подвеса для DJI Phantom 2 Vision+;DJI;5;170.00;200.00;https://brrc.ru/catalog/dji_1/zapchasti_i_aksessuary_dji/zapchasti_dji/zapchasti_dlya_phantom_2/montazhnaya_platforma_podvesa_dlya_dji_phantom_2_vision/
Hi31016;Ось рулевого направления Himoto E10;Himoto;5;25.00;30.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/mashiny/zapchasti_avtomodeley/detali_podveski/tyagi_nakonechniki_sharovye/os_rulevogo_napravleniya_himoto_e10/
H25012TA;Тяга рычагов питчкомпенсатора Align, пластик, T-Rex 250;Align;5;93.00;110.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/tyagi_kachalki_sharniry_rychagi/tyaga_rychagov_pitchkompensatora_plastik_t_rex_250/
sys-dji-p4pro-S0005;Обновленный переключатель режимов для пульта Phantom 4 PRO;;5;204.00;240.00;https://brrc.ru/catalog/dji_1/zapchasti_i_aksessuary_dji/zapchasti_dji/zapchasti_dlya_phantom_4/obnovlennyy_pereklyuchatel_rezhimov_dlya_pulta_phantom_4_pro/
SPMYHEC36;Y-разветвитель кабеля EC3-JST Spektrum 15 см;;5;195.00;230.00;https://brrc.ru/catalog/apparatura_i_elektronika/kabeli_provoda/y_razvetvitel_kabelya_ec3_jst_spektrum_15_sm/
TACM0857;Набор качалок Tactic с крепление для серво TSX57;;5;85.00;100.00;https://brrc.ru/catalog/apparatura_i_elektronika/zapchasti_k_servomashinkam/nabor_kachalok_tactic_s_kreplenie_dlya_servo_tsx57/
LOSB2006;Крепления поворотных кулаков Losi: Slider, HIGHroller, Strike;Losi;5;68.00;80.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/mashiny/zapchasti_avtomodeley/detali_podveski/stupitsy_i_derzhateli_stupits/krepleniya_povorotnykh_kulakov_losi_slider_highroller_strike/
LOSB2024;Бампер передний с защитной пластиной шасси Losi: HighRoller;Losi;5;93.00;110.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/mashiny/zapchasti_avtomodeley/detali_shassi_1/bamper/bamper_peredniy_s_zashchitnoy_plastinoy_shassi_losi_highroller/
LOSB2169;Стойка для амортизаторов (бабочка) задняя Losi: HIGHroller;Losi;5;102.00;120.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/mashiny/zapchasti_avtomodeley/detali_shassi_1/stoyki_amortizatorov/stoyka_dlya_amortizatorov_babochka_zadnyaya_losi_highroller/
LOSB2162;Стойка амортизаторов (бабочка) передняя Losi: HIGHroller;Losi;5;102.00;120.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/mashiny/zapchasti_avtomodeley/detali_shassi_1/stoyki_amortizatorov/stoyka_amortizatorov_babochka_perednyaya_losi_highroller/
SPM9003;Крышка задняя аккумуляторного отсека для Spektrum DX6i;Spektrum;5;85.00;100.00;https://brrc.ru/catalog/apparatura_i_elektronika/zapchasti_i_aksessuary_1/kryshka_zadnyaya_akkumulyatornogo_otseka_dlya_spektrum_dx6i/
